episode_id,name,air_date,episode,character_id,url,created
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,225,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,254,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,260,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,263,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,264,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,275,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,312,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,321,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,334,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,362,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,371,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,383,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,384,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,435,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,454,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,455,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,456,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,457,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,458,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,459,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,460,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,1,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,2,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,3,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,4,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,5,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,26,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,139,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,202,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,273,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
20,Look Who's Purging Now,"September 27, 2015",S02E09,341,https://rickandmortyapi.com/api/episode/20,2017-11-10T12:56:35.772Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,1,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,2,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,3,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,4,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,5,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,23,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,47,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,55,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,75,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,102,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,130,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,131,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,133,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
21,The Wedding Squanchers,"October 4, 2015",S02E10,194,https://rickandmortyapi.com/api/episode/21,2017-11-10T12:56:35.875Z
